CampaignMemberID,CampaignID,LeadID,Date
ID0000000947,ID0000000011,ID0000002297,2024-02-23
ID0000000948,ID0000000011,ID0000002298,2024-02-23
ID0000000949,ID0000000011,ID0000002299,2024-02-23
ID0000000950,ID0000000011,ID0000002300,2024-02-23
ID0000000951,ID0000000011,ID0000002301,2024-02-23
ID0000000952,ID0000000011,ID0000002302,2024-02-23
ID0000000953,ID0000000011,ID0000002303,2024-02-23
ID0000000954,ID0000000011,ID0000002304,2024-02-23
ID0000000955,ID0000000011,ID0000002305,2024-02-23
ID0000000956,ID0000000011,ID0000002306,2024-02-23
ID0000000957,ID0000000011,ID0000002307,2024-02-23
ID0000000958,ID0000000011,ID0000002308,2024-02-23
ID0000000959,ID0000000011,ID0000002309,2024-02-23
ID0000000960,ID0000000011,ID0000002310,2024-02-23
ID0000000961,ID0000000011,ID0000002311,2024-02-23
ID0000000962,ID0000000011,ID0000002312,2024-02-23
ID0000000963,ID0000000011,ID0000002313,2024-02-23
ID0000000964,ID0000000011,ID0000002314,2024-02-23
ID0000000965,ID0000000011,ID0000002315,2024-02-23
ID0000000966,ID0000000011,ID0000002316,2024-02-23
ID0000000967,ID0000000011,ID0000002317,2024-02-23
ID0000000968,ID0000000011,ID0000002318,2024-02-23
ID0000000969,ID0000000011,ID0000002319,2024-02-23
ID0000000970,ID0000000011,ID0000002320,2024-02-23
ID0000000971,ID0000000011,ID0000002321,2024-02-23
ID0000000972,ID0000000011,ID0000002322,2024-02-23
ID0000000973,ID0000000011,ID0000002323,2024-02-23
ID0000000974,ID0000000011,ID0000002324,2024-02-23
ID0000000975,ID0000000011,ID0000002325,2024-02-23
ID0000000976,ID0000000011,ID0000002326,2024-02-23
ID0000000977,ID0000000011,ID0000002327,2024-02-23
ID0000000978,ID0000000011,ID0000002328,2024-02-23
ID0000000979,ID0000000011,ID0000002329,2024-02-23
ID0000000980,ID0000000011,ID0000002330,2024-02-23
ID0000000981,ID0000000011,ID0000002331,2024-02-23
ID0000000982,ID0000000011,ID0000002332,2024-02-23
ID0000000983,ID0000000011,ID0000002333,2024-02-23
ID0000000984,ID0000000011,ID0000002334,2024-02-23
ID0000000985,ID0000000011,ID0000002335,2024-02-23
ID0000000986,ID0000000011,ID0000002336,2024-02-23
ID0000000987,ID0000000011,ID0000002337,2024-02-23
ID0000000988,ID0000000011,ID0000002338,2024-02-23
ID0000000989,ID0000000011,ID0000002339,2024-02-23
ID0000000990,ID0000000011,ID0000002340,2024-02-23
ID0000000991,ID0000000011,ID0000002341,2024-02-23
ID0000000992,ID0000000011,ID0000002342,2024-02-23
ID0000000993,ID0000000011,ID0000002343,2024-02-23
ID0000000994,ID0000000011,ID0000002344,2024-02-23
ID0000000995,ID0000000011,ID0000002345,2024-02-23
ID0000000996,ID0000000011,ID0000002346,2024-02-23
ID0000000997,ID0000000011,ID0000002347,2024-02-23
ID0000000998,ID0000000011,ID0000002348,2024-02-23
ID0000000999,ID0000000011,ID0000002349,2024-02-23
ID0000001000,ID0000000011,ID0000002350,2024-02-23
ID0000001001,ID0000000011,ID0000002351,2024-02-23
ID0000001002,ID0000000011,ID0000002352,2024-02-23
ID0000001003,ID0000000011,ID0000002353,2024-02-23
ID0000001004,ID0000000011,ID0000002354,2024-02-23
ID0000001005,ID0000000011,ID0000002355,2024-02-23
ID0000001006,ID0000000011,ID0000002356,2024-02-23
ID0000001007,ID0000000011,ID0000002357,2024-02-23
ID0000001008,ID0000000011,ID0000002358,2024-02-23
ID0000001009,ID0000000011,ID0000002359,2024-02-23
ID0000001010,ID0000000011,ID0000002360,2024-02-23
ID0000001011,ID0000000011,ID0000002361,2024-02-23
ID0000001012,ID0000000011,ID0000002362,2024-02-23
ID0000001013,ID0000000011,ID0000002363,2024-02-23
ID0000001014,ID0000000011,ID0000002364,2024-02-23
ID0000001015,ID0000000011,ID0000002365,2024-02-23
ID0000001016,ID0000000011,ID0000002366,2024-02-23
ID0000001017,ID0000000011,ID0000002367,2024-02-23
ID0000001018,ID0000000011,ID0000002368,2024-02-23
ID0000001019,ID0000000011,ID0000002369,2024-02-23
ID0000001020,ID0000000011,ID0000002370,2024-02-23
ID0000001021,ID0000000011,ID0000002371,2024-02-23
ID0000001022,ID0000000011,ID0000002372,2024-02-23
ID0000001023,ID0000000011,ID0000002373,2024-02-23
ID0000001024,ID0000000011,ID0000002374,2024-02-23
ID0000001025,ID0000000011,ID0000002375,2024-02-23
ID0000001026,ID0000000011,ID0000002376,2024-02-23
ID0000001027,ID0000000011,ID0000002377,2024-02-23
ID0000001028,ID0000000011,ID0000002378,2024-02-23
ID0000001029,ID0000000011,ID0000002379,2024-02-23
ID0000001030,ID0000000011,ID0000002380,2024-02-23
ID0000001031,ID0000000011,ID0000002381,2024-02-23
ID0000001032,ID0000000011,ID0000002382,2024-02-23
ID0000001033,ID0000000011,ID0000002383,2024-02-23
ID0000001034,ID0000000011,ID0000002384,2024-02-23
ID0000001035,ID0000000011,ID0000002385,2024-02-23
ID0000001036,ID0000000011,ID0000002386,2024-02-23
ID0000001037,ID0000000011,ID0000002387,2024-02-23
ID0000001038,ID0000000011,ID0000002388,2024-02-23
ID0000001039,ID0000000011,ID0000002389,2024-02-23
ID0000001040,ID0000000011,ID0000002390,2024-02-23
ID0000001041,ID0000000011,ID0000002391,2024-02-23
ID0000001042,ID0000000011,ID0000002392,2024-02-23
ID0000001043,ID0000000011,ID0000002393,2024-02-23
ID0000001044,ID0000000011,ID0000002394,2024-02-23
ID0000001045,ID0000000011,ID0000002395,2024-02-23
ID0000001046,ID0000000011,ID0000002396,2024-02-23
ID0000001047,ID0000000011,ID0000002397,2024-02-23
ID0000001048,ID0000000011,ID0000002398,2024-02-23
ID0000001049,ID0000000011,ID0000002399,2024-02-23
ID0000001050,ID0000000011,ID0000002400,2024-02-23
ID0000001051,ID0000000011,ID0000002401,2024-02-23
ID0000001052,ID0000000011,ID0000002402,2024-02-23
ID0000001053,ID0000000011,ID0000002403,2024-02-23
ID0000001054,ID0000000011,ID0000002404,2024-02-23
ID0000001055,ID0000000011,ID0000002405,2024-02-23
ID0000001056,ID0000000011,ID0000002406,2024-02-23
ID0000001057,ID0000000011,ID0000002407,2024-02-23
ID0000001058,ID0000000011,ID0000002408,2024-02-23
ID0000001059,ID0000000011,ID0000002409,2024-02-23
ID0000001060,ID0000000011,ID0000002410,2024-02-23
ID0000001061,ID0000000011,ID0000002411,2024-02-23
ID0000001062,ID0000000011,ID0000002412,2024-02-23
ID0000001063,ID0000000011,ID0000002413,2024-02-23
ID0000001064,ID0000000011,ID0000002414,2024-02-23
ID0000001065,ID0000000011,ID0000002415,2024-02-23
ID0000001066,ID0000000011,ID0000002416,2024-02-23
ID0000001067,ID0000000011,ID0000002417,2024-02-23
ID0000001068,ID0000000011,ID0000002418,2024-02-23
ID0000001069,ID0000000011,ID0000002419,2024-02-23
ID0000001070,ID0000000011,ID0000002420,2024-02-23
ID0000001071,ID0000000011,ID0000002421,2024-02-23
ID0000001072,ID0000000011,ID0000002422,2024-02-23
ID0000001073,ID0000000011,ID0000002423,2024-02-23
ID0000001074,ID0000000011,ID0000002424,2024-02-23
ID0000001075,ID0000000011,ID0000002425,2024-02-23
ID0000001076,ID0000000011,ID0000002426,2024-02-23
ID0000001077,ID0000000011,ID0000002427,2024-02-23
ID0000001078,ID0000000011,ID0000002428,2024-02-23
ID0000001079,ID0000000011,ID0000002429,2024-02-23
ID0000001080,ID0000000011,ID0000002430,2024-02-23
ID0000001081,ID0000000011,ID0000002431,2024-02-23
ID0000001082,ID0000000011,ID0000002432,2024-02-23
ID0000001083,ID0000000011,ID0000002433,2024-02-23
ID0000001084,ID0000000011,ID0000002434,2024-02-23
ID0000001085,ID0000000011,ID0000002435,2024-02-23
ID0000001086,ID0000000011,ID0000002436,2024-02-23
ID0000001087,ID0000000011,ID0000002437,2024-02-23
ID0000001088,ID0000000011,ID0000002438,2024-02-23
ID0000001089,ID0000000011,ID0000002439,2024-02-23
ID0000001090,ID0000000011,ID0000002440,2024-02-23
ID0000001091,ID0000000011,ID0000002441,2024-02-23
ID0000001092,ID0000000011,ID0000002442,2024-02-23
ID0000001093,ID0000000011,ID0000002443,2024-02-23
ID0000001094,ID0000000011,ID0000002444,2024-02-23
ID0000001095,ID0000000011,ID0000002445,2024-02-23
ID0000001096,ID0000000011,ID0000002446,2024-02-23
ID0000001097,ID0000000011,ID0000002447,2024-02-23
ID0000001098,ID0000000011,ID0000002448,2024-02-23
ID0000001099,ID0000000011,ID0000002449,2024-02-23
ID0000001100,ID0000000012,ID0000002616,2024-03-28
ID0000001101,ID0000000012,ID0000002617,2024-03-28
ID0000001102,ID0000000012,ID0000002618,2024-03-28
ID0000001103,ID0000000012,ID0000002619,2024-03-28
ID0000001104,ID0000000012,ID0000002620,2024-03-28
ID0000001105,ID0000000012,ID0000002621,2024-03-28
ID0000001106,ID0000000012,ID0000002622,2024-03-28
ID0000001107,ID0000000012,ID0000002623,2024-03-28
ID0000001108,ID0000000012,ID0000002624,2024-03-28
ID0000001109,ID0000000012,ID0000002625,2024-03-28
ID0000001110,ID0000000012,ID0000002626,2024-03-28
ID0000001111,ID0000000012,ID0000002627,2024-03-28
ID0000001112,ID0000000012,ID0000002628,2024-03-28
ID0000001113,ID0000000012,ID0000002629,2024-03-28
ID0000001114,ID0000000012,ID0000002630,2024-03-28
ID0000001115,ID0000000012,ID0000002631,2024-03-28
ID0000001116,ID0000000012,ID0000002632,2024-03-28
ID0000001117,ID0000000012,ID0000002633,2024-03-28
ID0000001118,ID0000000012,ID0000002634,2024-03-28
ID0000001119,ID0000000012,ID0000002635,2024-03-28
ID0000001120,ID0000000012,ID0000002636,2024-03-28
ID0000001121,ID0000000012,ID0000002637,2024-03-28
ID0000001122,ID0000000012,ID0000002638,2024-03-28
ID0000001123,ID0000000012,ID0000002639,2024-03-28
ID0000001124,ID0000000012,ID0000002640,2024-03-28
ID0000001125,ID0000000012,ID0000002641,2024-03-28
ID0000001126,ID0000000012,ID0000002642,2024-03-28
ID0000001127,ID0000000012,ID0000002643,2024-03-28
ID0000001128,ID0000000012,ID0000002644,2024-03-28
ID0000001129,ID0000000012,ID0000002645,2024-03-28
ID0000001130,ID0000000012,ID0000002646,2024-03-28
ID0000001131,ID0000000012,ID0000002647,2024-03-28
ID0000001132,ID0000000012,ID0000002648,2024-03-28
ID0000001133,ID0000000012,ID0000002649,2024-03-28
ID0000001134,ID0000000012,ID0000002650,2024-03-28
ID0000001135,ID0000000012,ID0000002651,2024-03-28
ID0000001136,ID0000000012,ID0000002652,2024-03-28
ID0000001137,ID0000000012,ID0000002653,2024-03-28
ID0000001138,ID0000000012,ID0000002654,2024-03-28
ID0000001139,ID0000000012,ID0000002655,2024-03-28
ID0000001140,ID0000000012,ID0000002656,2024-03-28
ID0000001141,ID0000000012,ID0000002657,2024-03-28
ID0000001142,ID0000000012,ID0000002658,2024-03-28
ID0000001143,ID0000000012,ID0000002659,2024-03-28
ID0000001144,ID0000000012,ID0000002660,2024-03-28
ID0000001145,ID0000000012,ID0000002661,2024-03-28
ID0000001146,ID0000000012,ID0000002662,2024-03-28
ID0000001147,ID0000000012,ID0000002663,2024-03-28
ID0000001148,ID0000000012,ID0000002664,2024-03-28
ID0000001149,ID0000000012,ID0000002665,2024-03-28
ID0000001150,ID0000000012,ID0000002666,2024-03-28
ID0000001151,ID0000000012,ID0000002667,2024-03-28
ID0000001152,ID0000000012,ID0000002668,2024-03-28
ID0000001153,ID0000000012,ID0000002669,2024-03-28
ID0000001154,ID0000000012,ID0000002670,2024-03-28
ID0000001155,ID0000000012,ID0000002671,2024-03-28
ID0000001156,ID0000000012,ID0000002672,2024-03-28
ID0000001157,ID0000000012,ID0000002673,2024-03-28
ID0000001158,ID0000000012,ID0000002674,2024-03-28
ID0000001159,ID0000000012,ID0000002675,2024-03-28
ID0000001160,ID0000000012,ID0000002676,2024-03-28
ID0000001161,ID0000000012,ID0000002677,2024-03-28
ID0000001162,ID0000000012,ID0000002678,2024-03-28
ID0000001163,ID0000000012,ID0000002679,2024-03-28
ID0000001164,ID0000000012,ID0000002680,2024-03-28
ID0000001165,ID0000000012,ID0000002681,2024-03-28
ID0000001166,ID0000000012,ID0000002682,2024-03-28
ID0000001167,ID0000000012,ID0000002683,2024-03-28
ID0000001168,ID0000000012,ID0000002684,2024-03-28
ID0000001169,ID0000000012,ID0000002685,2024-03-28
ID0000001170,ID0000000012,ID0000002686,2024-03-28
ID0000001171,ID0000000012,ID0000002687,2024-03-28
ID0000001172,ID0000000012,ID0000002688,2024-03-28
ID0000001173,ID0000000012,ID0000002689,2024-03-28
ID0000001174,ID0000000012,ID0000002690,2024-03-28
ID0000001175,ID0000000012,ID0000002691,2024-03-28
ID0000001176,ID0000000012,ID0000002692,2024-03-28
ID0000001177,ID0000000012,ID0000002693,2024-03-28
ID0000001178,ID0000000012,ID0000002694,2024-03-28
ID0000001179,ID0000000012,ID0000002695,2024-03-28
ID0000001180,ID0000000012,ID0000002696,2024-03-28
ID0000001181,ID0000000012,ID0000002697,2024-03-28
ID0000001182,ID0000000012,ID0000002698,2024-03-28
ID0000001183,ID0000000012,ID0000002699,2024-03-28
ID0000001184,ID0000000012,ID0000002700,2024-03-28
ID0000001185,ID0000000012,ID0000002701,2024-03-28
ID0000001186,ID0000000012,ID0000002702,2024-03-28
ID0000001187,ID0000000012,ID0000002703,2024-03-28
ID0000001188,ID0000000012,ID0000002704,2024-03-28
ID0000001189,ID0000000012,ID0000002705,2024-03-28
ID0000001190,ID0000000012,ID0000002706,2024-03-28
ID0000001191,ID0000000012,ID0000002707,2024-03-28
ID0000001192,ID0000000012,ID0000002708,2024-03-28
ID0000001193,ID0000000012,ID0000002709,2024-03-28
ID0000001194,ID0000000012,ID0000002710,2024-03-28
ID0000001195,ID0000000013,ID0000002745,2024-04-03
ID0000001196,ID0000000013,ID0000002746,2024-04-03
ID0000001197,ID0000000013,ID0000002747,2024-04-03
ID0000001198,ID0000000013,ID0000002748,2024-04-03
ID0000001199,ID0000000013,ID0000002749,2024-04-03
ID0000001200,ID0000000013,ID0000002750,2024-04-03
ID0000001201,ID0000000013,ID0000002751,2024-04-03
ID0000001202,ID0000000013,ID0000002752,2024-04-03
ID0000001203,ID0000000013,ID0000002753,2024-04-03
ID0000001204,ID0000000013,ID0000002754,2024-04-03
ID0000001205,ID0000000013,ID0000002755,2024-04-03
ID0000001206,ID0000000013,ID0000002756,2024-04-03
ID0000001207,ID0000000013,ID0000002757,2024-04-03
ID0000001208,ID0000000013,ID0000002771,2024-04-04
ID0000001209,ID0000000013,ID0000002772,2024-04-04
ID0000001210,ID0000000013,ID0000002773,2024-04-04
ID0000001211,ID0000000013,ID0000002774,2024-04-04
ID0000001212,ID0000000013,ID0000002775,2024-04-04
ID0000001213,ID0000000013,ID0000002776,2024-04-04
ID0000001214,ID0000000013,ID0000002777,2024-04-04
ID0000001215,ID0000000013,ID0000002778,2024-04-04
ID0000001216,ID0000000013,ID0000002779,2024-04-04
ID0000001217,ID0000000013,ID0000002780,2024-04-04
ID0000001218,ID0000000013,ID0000002781,2024-04-04
ID0000001219,ID0000000013,ID0000002782,2024-04-04
ID0000001220,ID0000000013,ID0000002783,2024-04-04
ID0000001221,ID0000000013,ID0000002784,2024-04-04
ID0000001222,ID0000000013,ID0000002785,2024-04-04
ID0000001223,ID0000000013,ID0000002786,2024-04-04
ID0000001224,ID0000000013,ID0000002787,2024-04-04
ID0000001225,ID0000000013,ID0000002788,2024-04-04
ID0000001226,ID0000000013,ID0000002789,2024-04-04
ID0000001227,ID0000000013,ID0000002790,2024-04-04
ID0000001228,ID0000000013,ID0000002791,2024-04-04
ID0000001229,ID0000000013,ID0000002792,2024-04-04
ID0000001230,ID0000000013,ID0000002793,2024-04-04
ID0000001231,ID0000000013,ID0000002794,2024-04-04
ID0000001232,ID0000000013,ID0000002803,2024-04-05
ID0000001233,ID0000000013,ID0000002804,2024-04-05
ID0000001234,ID0000000013,ID0000002805,2024-04-05
ID0000001235,ID0000000013,ID0000002806,2024-04-05
ID0000001236,ID0000000013,ID0000002807,2024-04-05
ID0000001237,ID0000000013,ID0000002808,2024-04-05
ID0000001238,ID0000000013,ID0000002809,2024-04-05
ID0000001239,ID0000000013,ID0000002810,2024-04-05
ID0000001240,ID0000000013,ID0000002811,2024-04-05
ID0000001241,ID0000000013,ID0000002812,2024-04-05
ID0000001242,ID0000000013,ID0000002813,2024-04-05
ID0000001243,ID0000000013,ID0000002814,2024-04-05
ID0000001244,ID0000000013,ID0000002819,2024-04-06
ID0000001245,ID0000000013,ID0000002820,2024-04-06
ID0000001246,ID0000000013,ID0000002821,2024-04-06
ID0000001247,ID0000000013,ID0000002822,2024-04-06
ID0000001248,ID0000000013,ID0000002823,2024-04-06
ID0000001249,ID0000000013,ID0000002827,2024-04-07
ID0000001250,ID0000000013,ID0000002828,2024-04-07
ID0000001251,ID0000000013,ID0000002829,2024-04-07
ID0000001252,ID0000000013,ID0000002830,2024-04-07
ID0000001253,ID0000000013,ID0000002831,2024-04-07
ID0000001254,ID0000000013,ID0000002832,2024-04-07
ID0000001255,ID0000000013,ID0000002833,2024-04-07
ID0000001256,ID0000000013,ID0000002839,2024-04-08
ID0000001257,ID0000000013,ID0000002840,2024-04-08
ID0000001258,ID0000000013,ID0000002841,2024-04-08
ID0000001259,ID0000000013,ID0000002842,2024-04-08
ID0000001260,ID0000000013,ID0000002843,2024-04-08
ID0000001261,ID0000000013,ID0000002844,2024-04-08
ID0000001262,ID0000000013,ID0000002845,2024-04-08
ID0000001263,ID0000000013,ID0000002846,2024-04-08
ID0000001264,ID0000000013,ID0000002847,2024-04-08
ID0000001265,ID0000000013,ID0000002848,2024-04-08
ID0000001266,ID0000000013,ID0000002849,2024-04-08
ID0000001267,ID0000000013,ID0000002850,2024-04-08
ID0000001268,ID0000000014,ID0000002988,2024-05-01
ID0000001269,ID0000000014,ID0000002989,2024-05-01
ID0000001270,ID0000000014,ID0000002990,2024-05-01
ID0000001271,ID0000000014,ID0000002991,2024-05-01
ID0000001272,ID0000000014,ID0000002992,2024-05-01
ID0000001273,ID0000000014,ID0000002993,2024-05-01
ID0000001274,ID0000000014,ID0000002994,2024-05-01
ID0000001275,ID0000000014,ID0000002995,2024-05-01
ID0000001276,ID0000000014,ID0000002996,2024-05-01
ID0000001277,ID0000000014,ID0000002997,2024-05-01
ID0000001278,ID0000000014,ID0000002998,2024-05-01
ID0000001279,ID0000000014,ID0000002999,2024-05-01
ID0000001280,ID0000000014,ID0000003000,2024-05-01
ID0000001281,ID0000000014,ID0000003001,2024-05-01
ID0000001282,ID0000000014,ID0000003002,2024-05-01
ID0000001283,ID0000000014,ID0000003003,2024-05-01
ID0000001284,ID0000000014,ID0000003004,2024-05-01
ID0000001285,ID0000000014,ID0000003005,2024-05-01
ID0000001286,ID0000000014,ID0000003006,2024-05-01
ID0000001287,ID0000000014,ID0000003007,2024-05-01
ID0000001288,ID0000000014,ID0000003008,2024-05-01
ID0000001289,ID0000000014,ID0000003009,2024-05-01
ID0000001290,ID0000000014,ID0000003010,2024-05-01
ID0000001291,ID0000000014,ID0000003011,2024-05-01
ID0000001292,ID0000000014,ID0000003012,2024-05-01
ID0000001293,ID0000000014,ID0000003013,2024-05-01
ID0000001294,ID0000000014,ID0000003014,2024-05-01
ID0000001295,ID0000000014,ID0000003015,2024-05-01
ID0000001296,ID0000000014,ID0000003016,2024-05-01
ID0000001297,ID0000000014,ID0000003017,2024-05-01
ID0000001298,ID0000000014,ID0000003018,2024-05-01
ID0000001299,ID0000000014,ID0000003019,2024-05-01
ID0000001300,ID0000000014,ID0000003020,2024-05-01
ID0000001301,ID0000000014,ID0000003021,2024-05-01
ID0000001302,ID0000000014,ID0000003022,2024-05-01
ID0000001303,ID0000000014,ID0000003023,2024-05-01
ID0000001304,ID0000000014,ID0000003024,2024-05-01
ID0000001305,ID0000000014,ID0000003025,2024-05-01
ID0000001306,ID0000000014,ID0000003026,2024-05-01
ID0000001307,ID0000000014,ID0000003027,2024-05-01
ID0000001308,ID0000000014,ID0000003028,2024-05-01
ID0000001309,ID0000000014,ID0000003029,2024-05-01
ID0000001310,ID0000000014,ID0000003030,2024-05-01
ID0000001311,ID0000000014,ID0000003031,2024-05-01
ID0000001312,ID0000000014,ID0000003032,2024-05-01
ID0000001313,ID0000000014,ID0000003033,2024-05-01
ID0000001314,ID0000000014,ID0000003034,2024-05-01
ID0000001315,ID0000000014,ID0000003035,2024-05-01
ID0000001316,ID0000000014,ID0000003036,2024-05-01
ID0000001317,ID0000000014,ID0000003037,2024-05-01
ID0000001318,ID0000000014,ID0000003038,2024-05-01
ID0000001319,ID0000000014,ID0000003039,2024-05-01
ID0000001320,ID0000000014,ID0000003040,2024-05-01
ID0000001321,ID0000000014,ID0000003041,2024-05-01
ID0000001322,ID0000000014,ID0000003042,2024-05-01
ID0000001323,ID0000000014,ID0000003043,2024-05-01
ID0000001324,ID0000000014,ID0000003044,2024-05-01
ID0000001325,ID0000000014,ID0000003045,2024-05-01
ID0000001326,ID0000000014,ID0000003046,2024-05-01
ID0000001327,ID0000000014,ID0000003047,2024-05-01
ID0000001328,ID0000000014,ID0000003048,2024-05-01
ID0000001329,ID0000000014,ID0000003049,2024-05-01
ID0000001330,ID0000000014,ID0000003050,2024-05-01
ID0000001331,ID0000000014,ID0000003051,2024-05-01
ID0000001332,ID0000000014,ID0000003052,2024-05-01
ID0000001333,ID0000000014,ID0000003053,2024-05-01
ID0000001334,ID0000000014,ID0000003054,2024-05-01
ID0000001335,ID0000000014,ID0000003055,2024-05-01
ID0000001336,ID0000000014,ID0000003056,2024-05-01
ID0000001337,ID0000000014,ID0000003057,2024-05-01
ID0000001338,ID0000000014,ID0000003058,2024-05-01
ID0000001339,ID0000000014,ID0000003059,2024-05-01
ID0000001340,ID0000000014,ID0000003060,2024-05-01
ID0000001341,ID0000000014,ID0000003061,2024-05-01
ID0000001342,ID0000000014,ID0000003062,2024-05-01
ID0000001343,ID0000000014,ID0000003063,2024-05-01
ID0000001344,ID0000000014,ID0000003064,2024-05-01
ID0000001345,ID0000000014,ID0000003065,2024-05-01
ID0000001346,ID0000000014,ID0000003066,2024-05-01
ID0000001347,ID0000000014,ID0000003067,2024-05-01
ID0000001348,ID0000000014,ID0000003068,2024-05-01
ID0000001349,ID0000000014,ID0000003069,2024-05-01
ID0000001350,ID0000000014,ID0000003070,2024-05-01
ID0000001351,ID0000000014,ID0000003071,2024-05-01
ID0000001352,ID0000000014,ID0000003072,2024-05-01
ID0000001353,ID0000000014,ID0000003073,2024-05-01
ID0000001354,ID0000000014,ID0000003074,2024-05-01
ID0000001355,ID0000000014,ID0000003075,2024-05-01
ID0000001356,ID0000000015,ID0000003121,2024-05-07
ID0000001357,ID0000000015,ID0000003122,2024-05-07
ID0000001358,ID0000000015,ID0000003123,2024-05-07
ID0000001359,ID0000000015,ID0000003124,2024-05-07
ID0000001360,ID0000000015,ID0000003125,2024-05-07
ID0000001361,ID0000000015,ID0000003126,2024-05-07
ID0000001362,ID0000000015,ID0000003127,2024-05-07
ID0000001363,ID0000000015,ID0000003128,2024-05-07
ID0000001364,ID0000000015,ID0000003129,2024-05-07
ID0000001365,ID0000000015,ID0000003130,2024-05-07
ID0000001366,ID0000000015,ID0000003131,2024-05-07
ID0000001367,ID0000000015,ID0000003132,2024-05-07
ID0000001368,ID0000000015,ID0000003133,2024-05-07
ID0000001369,ID0000000015,ID0000003134,2024-05-07
ID0000001370,ID0000000015,ID0000003135,2024-05-07
ID0000001371,ID0000000015,ID0000003136,2024-05-07
ID0000001372,ID0000000015,ID0000003137,2024-05-07
ID0000001373,ID0000000015,ID0000003138,2024-05-07
ID0000001374,ID0000000015,ID0000003139,2024-05-07
ID0000001375,ID0000000015,ID0000003140,2024-05-07
ID0000001376,ID0000000015,ID0000003141,2024-05-07
ID0000001377,ID0000000015,ID0000003142,2024-05-07
ID0000001378,ID0000000015,ID0000003143,2024-05-07
ID0000001379,ID0000000015,ID0000003144,2024-05-07
ID0000001380,ID0000000015,ID0000003145,2024-05-07
ID0000001381,ID0000000015,ID0000003146,2024-05-07
ID0000001382,ID0000000015,ID0000003147,2024-05-07
ID0000001383,ID0000000015,ID0000003148,2024-05-07
ID0000001384,ID0000000015,ID0000003159,2024-05-08
ID0000001385,ID0000000015,ID0000003160,2024-05-08
ID0000001386,ID0000000015,ID0000003161,2024-05-08
ID0000001387,ID0000000015,ID0000003162,2024-05-08
ID0000001388,ID0000000015,ID0000003163,2024-05-08
ID0000001389,ID0000000015,ID0000003164,2024-05-08
ID0000001390,ID0000000015,ID0000003165,2024-05-08
ID0000001391,ID0000000015,ID0000003166,2024-05-08
ID0000001392,ID0000000015,ID0000003167,2024-05-08
ID0000001393,ID0000000015,ID0000003168,2024-05-08
ID0000001394,ID0000000015,ID0000003169,2024-05-08
ID0000001395,ID0000000015,ID0000003170,2024-05-08
ID0000001396,ID0000000015,ID0000003171,2024-05-08
ID0000001397,ID0000000015,ID0000003172,2024-05-08
ID0000001398,ID0000000015,ID0000003173,2024-05-08
ID0000001399,ID0000000015,ID0000003174,2024-05-08
ID0000001400,ID0000000015,ID0000003175,2024-05-08
ID0000001401,ID0000000015,ID0000003176,2024-05-08
ID0000001402,ID0000000015,ID0000003177,2024-05-08
ID0000001403,ID0000000015,ID0000003178,2024-05-08
ID0000001404,ID0000000015,ID0000003179,2024-05-08
ID0000001405,ID0000000015,ID0000003180,2024-05-08
ID0000001406,ID0000000015,ID0000003181,2024-05-08
ID0000001407,ID0000000015,ID0000003186,2024-05-09
ID0000001408,ID0000000015,ID0000003187,2024-05-09
ID0000001409,ID0000000015,ID0000003188,2024-05-09
ID0000001410,ID0000000015,ID0000003189,2024-05-09
ID0000001411,ID0000000015,ID0000003190,2024-05-09
ID0000001412,ID0000000015,ID0000003191,2024-05-09
ID0000001413,ID0000000015,ID0000003192,2024-05-09
ID0000001414,ID0000000015,ID0000003193,2024-05-09
ID0000001415,ID0000000015,ID0000003194,2024-05-09
ID0000001416,ID0000000015,ID0000003195,2024-05-09
ID0000001417,ID0000000015,ID0000003196,2024-05-09
ID0000001418,ID0000000015,ID0000003197,2024-05-09
ID0000001419,ID0000000015,ID0000003198,2024-05-09
ID0000001420,ID0000000015,ID0000003199,2024-05-09
ID0000001421,ID0000000015,ID0000003200,2024-05-09
ID0000001422,ID0000000015,ID0000003201,2024-05-09
ID0000001423,ID0000000015,ID0000003202,2024-05-09
ID0000001424,ID0000000015,ID0000003203,2024-05-09
ID0000001425,ID0000000015,ID0000003204,2024-05-09
ID0000001426,ID0000000015,ID0000003205,2024-05-09
ID0000001427,ID0000000015,ID0000003206,2024-05-09
ID0000001428,ID0000000015,ID0000003207,2024-05-09
ID0000001429,ID0000000015,ID0000003208,2024-05-09
ID0000001430,ID0000000015,ID0000003209,2024-05-09
ID0000001431,ID0000000015,ID0000003210,2024-05-09
ID0000001432,ID0000000015,ID0000003211,2024-05-09
ID0000001433,ID0000000015,ID0000003212,2024-05-09
ID0000001434,ID0000000015,ID0000003213,2024-05-09
ID0000001435,ID0000000015,ID0000003214,2024-05-09
ID0000001436,ID0000000015,ID0000003215,2024-05-09
ID0000001437,ID0000000015,ID0000003216,2024-05-09
ID0000001438,ID0000000015,ID0000003217,2024-05-09
ID0000001439,ID0000000015,ID0000003218,2024-05-09
ID0000001440,ID0000000015,ID0000003219,2024-05-09
ID0000001441,ID0000000015,ID0000003220,2024-05-09
ID0000001442,ID0000000015,ID0000003221,2024-05-09
ID0000001443,ID0000000015,ID0000003222,2024-05-09
ID0000001444,ID0000000015,ID0000003232,2024-05-10
ID0000001445,ID0000000015,ID0000003233,2024-05-10
