LeadID,Created Date,Lead Status,MQL Date,Qualifying Date,Nurture Date,Qualified Date,Lead Source,Lead Source Details,Rep ID,Rep Name,ReMQL Date,Recent Lead Source,Recent Lead Source Details
ID0000001860,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001861,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001862,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001863,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001864,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001865,2024-01-23,Qualified,2024-01-23,2024-01-24,,2024-03-14,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001866,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-07,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001867,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001868,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001869,2024-01-23,Qualified,2024-01-23,2025-08-20,2024-04-01,2025-09-18,Event,Event_2024-01_Product_launch,,,2025-08-19,Content,Event_2024-01_Product_launch
ID0000001870,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001871,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001872,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001873,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001874,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001875,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001876,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001877,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001878,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001879,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-01-29,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001880,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001881,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001882,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001883,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001884,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001885,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001886,2024-01-23,Qualified,2024-01-23,2024-01-24,,2024-03-15,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001887,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001888,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001889,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001890,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001891,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001892,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001893,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001894,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001895,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001896,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001897,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001898,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001899,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-01-30,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001900,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001901,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001902,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001903,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001904,2024-01-23,Nurture,2024-01-23,2024-04-08,2024-06-11,,Event,Event_2024-01_Product_launch,,,2024-04-05,Content,Event_2024-01_Product_launch
ID0000001905,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001906,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001907,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001908,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001909,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001910,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001911,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001912,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001913,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001914,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001915,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-06,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001916,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001917,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001918,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001919,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001920,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-01,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001921,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001922,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001923,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001924,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001925,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001926,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001927,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001928,2024-01-23,Qualified,2024-01-23,2024-01-25,,2024-03-20,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001929,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001930,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001931,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001932,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001933,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001934,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001935,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001936,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-12,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001937,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-02-13,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001938,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001939,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001940,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001941,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001942,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001943,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001944,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001945,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001946,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001947,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001948,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001949,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-25,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001950,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001951,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001952,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001953,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001954,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001955,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001956,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001957,2024-01-23,Qualified,2024-01-23,2024-01-24,,2024-04-01,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001958,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001959,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-02-13,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001960,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-01-25,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001961,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-07,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001962,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001963,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001964,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001965,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-02-05,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001966,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001967,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001968,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-21,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001969,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001970,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001971,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-12,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001972,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001973,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001974,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001975,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001976,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001977,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001978,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001979,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001980,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-11,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001981,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001982,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001983,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001984,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001985,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001986,2024-01-23,Qualified,2024-01-23,2024-01-24,,2024-03-04,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001987,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001988,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001989,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001990,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001991,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001992,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-25,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001993,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001994,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-05,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001995,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001996,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001997,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001998,2024-01-23,Qualified,2024-01-23,2024-01-24,,2024-02-15,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000001999,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002000,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002001,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002002,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002003,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002004,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-08,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002005,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-06,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002006,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002007,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-08,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002008,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002009,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-08,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002010,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002011,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002012,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002013,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002014,2024-01-23,Nurture,2024-01-23,2024-01-26,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002015,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002016,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-04-01,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002017,2024-01-23,Qualified,2024-01-23,2024-01-23,,2024-03-01,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002018,2024-01-23,Disqualified,2024-01-23,,,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002019,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002020,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-09,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002021,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-05,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002022,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002023,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002024,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-28,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002025,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002026,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002027,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-03,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002028,2024-01-23,Nurture,2024-01-23,2025-04-14,2025-06-17,,Event,Event_2024-01_Product_launch,,,2025-04-11,Content,Event_2024-01_Product_launch
ID0000002029,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-29,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002030,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002031,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002032,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-04-01,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002033,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002034,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-26,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002035,2024-01-23,Nurture,2024-01-23,2024-01-23,2024-03-27,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002036,2024-01-23,Nurture,2024-01-23,2024-01-24,2024-04-04,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
ID0000002037,2024-01-23,Nurture,2024-01-23,2024-01-25,2024-04-02,,Event,Event_2024-01_Product_launch,,,,Event,Event_2024-01_Product_launch
